,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,title_clean,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,primaryTitle_clean,averageRating,numVotes
2531,s4099,Movie,Ayana,Gangadhar Salimath,"Deepak Subramanya, Apoorva Soma, Ramesh Bhat, Harsha H S, Karthik A, Goutham Shashidhar, Nagshree Karkone, Moksha Kushal, Vedashree Rao",India,"February 15, 2019",2017,TV-MA,112 min,"Dramas, Independent Movies, International Movies","With his carefree bachelor days behind him, a young entrepreneur’s ambitions for adulthood come with some painful personal and professional decisions.",ayana,tt6891660,movie,Ayana,Ayana,0.0,2017.0,,,Drama,ayana,7.3,136.0
2532,s4100,Movie,Behind the Curve,Daniel J. Clark,,United States,"February 15, 2019",2018,TV-14,96 min,Documentaries,"Meet the growing, worldwide community of theorists who defend the belief that the Earth is flat while living in a society who vehemently rejects it.",behind the curve,tt8132700,movie,Behind the Curve,Behind the Curve,0.0,2018.0,,96,Documentary,behind the curve,6.5,11002.0
2533,s4101,Movie,Buddies,Marcelo Galvão,"Ariel Goldenberg, Rita Pokk, Breno Viola, Lima Duarte, Marco Luque, Daniel Torres, Monaliza Marchi, Amélia Bittencourt, Giulia de Souza Merigo, Deto Montenegro, Rui Unas",Brazil,"February 15, 2019",2012,TV-MA,103 min,"Comedies, Dramas, Independent Movies","Inspired by the movie ""Thelma & Louise,"" three young people with Down syndrome leave the institution where they live to take a road trip together.",buddies,tt1179259,movie,Buddies,Colegas,0.0,2012.0,,94,"Adventure,Comedy,Drama",buddies,6.5,1152.0
2534,s4102,Movie,Candyflip,Shanawaz Nellikunnil,"Prashant Prakash, Kalki Koechlin, Prakash Raj, Gulshan Devaiah, Valeriya Polyanychko",India,"February 15, 2019",2017,TV-MA,104 min,"Dramas, Independent Movies, International Movies","On the incandescent shores of Goa, a young man tumbles down a mind-bending – and soon dangerous – series of trips after taking hallucinatory drugs.",candyflip,tt5069058,movie,Candyflip,Candyflip,0.0,2017.0,,105,"Fantasy,Mystery,Thriller",candyflip,5.1,132.0
2535,s4106,TV Show,Larry Charles' Dangerous World of Comedy,,Larry Charles,,"February 15, 2019",2019,TV-MA,1 Season,"Docuseries, TV Comedies","Legendary comedy writer and director Larry Charles travels the world in search of humor in the most unusual, unexpected and dangerous places.",larry charles' dangerous world of comedy,tt9654082,tvSeries,Larry Charles' Dangerous World of Comedy,Larry Charles' Dangerous World of Comedy,0.0,2019.0,2019.0,60,"Comedy,Documentary",larry charles' dangerous world of comedy,7.3,648.0
2536,s4107,Movie,Neevevaro,Hari Nath,"Aadhi, Tapsee Pannu, Ritika Singh, Vennela Kishore, Sapthagiri",India,"February 15, 2019",2018,TV-14,132 min,"Dramas, International Movies, Romantic Movies","When a blind chef’s girlfriend goes missing, his unnerving search for her leads him to find there's more to her disappearance than what meets the eye.",neevevaro,tt8484586,movie,Neevevaro,Neevevaro,0.0,2018.0,,130,"Action,Drama,Romance",neevevaro,6.8,1019.0
2537,s4108,Movie,Pyaar Ke Side Effects,Saket Chaudhary,"Rahul Bose, Mallika Sherawat, Ranvir Shorey, Sharat Saxena, Aamir Bashir, Taraana Raja, Jas Arora, Suchitra Pillai, Sapna Bhavnani, Sophiya Chaudhary",India,"February 15, 2019",2006,TV-MA,120 min,"Comedies, International Movies, Romantic Movies","A commitment-phobe agrees to marry his girlfriend, setting in motion a series of hilarious mishaps that has him questioning what he got himself into.",pyaar ke side effects,tt0480572,movie,Pyaar Ke Side Effects,Pyaar Ke Side Effects,0.0,2006.0,,132,"Comedy,Drama,Romance",pyaar ke side effects,6.8,3312.0
2538,s4110,TV Show,The 43,,Paco Ignacio Taibo II,,"February 15, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",This docuseries disputes the Mexican government's account of how and why 43 students from Ayotzinapa Rural Teachers' College vanished in Iguala in 2014.,the 43,tt9789272,tvSeries,The 43,The 43,0.0,2019.0,,,Documentary,the 43,7.0,178.0
2539,s4111,Movie,The Breaker Upperers,"Jackie van Beek, Madeleine Sami","Madeleine Sami, Jackie van Beek, James Rolleston, Celia Pacquola, Ana Scotney, Rima Te Wiata, Carl Bland, Brett O'Gorman, Cohen Holloway, Jemaine Clement",New Zealand,"February 15, 2019",2018,TV-MA,82 min,"Comedies, Independent Movies, International Movies","For the right price, BFFs Jen and Mel will ruthlessly end any romance. But when one of them grows a conscience, their friendship begins to unravel.",the breaker upperers,tt6728096,movie,The Breaker Upperers,The Breaker Upperers,0.0,2018.0,,90,Comedy,the breaker upperers,5.9,7096.0
2540,s4113,Movie,Ugly Aur Pagli,Sachin Kamlakar Khot,"Mallika Sherawat, Ranvir Shorey, Tinnu Anand, Sushmita Mukherjee, Manish Anand, Vihang Nayak, Bharati Achrekar, Zeenat Aman",India,"February 15, 2019",2008,TV-14,115 min,"Comedies, International Movies, Romantic Movies","Everyday guy Kabir is thrown for a loop when he meets Kuhu, a freewheeling party girl. Now, he's a changed man, dancing, running half-naked through the streets and donning ladies' shoes at her whim.",ugly aur pagli,tt1132606,movie,Ugly Aur Pagli,Ugly Aur Pagli,0.0,2008.0,,117,"Comedy,Drama",ugly aur pagli,3.8,802.0
2541,s4115,TV Show,Barbie Dreamhouse Adventures,,"America Young, Kirsten Day, Cassandra Morris, Cassidy Naber, Ritesh Rajan","United States, Canada","February 14, 2019",2018,TV-Y,3 Seasons,Kids' TV,Get to know Barbie and her BFFs – including next-door neighbor Ken – in this animated vlog of adventures filmed inside her family's new dreamhouse.,barbie dreamhouse adventures,tt7661472,tvSeries,Barbie Dreamhouse Adventures,Barbie Dreamhouse Adventures,0.0,2018.0,2020.0,22,"Animation,Comedy,Family",barbie dreamhouse adventures,6.7,847.0
2542,s4119,TV Show,Iron Ladies,,"Aviis Zhong, Ben Wu, Ada Pan, Jacqueline Zhu, Gabriel Lan, Jack Lee, Wu Ting-chien, Wills Sia, Su Yen-ti, Jenny Huang",Taiwan,"February 9, 2019",2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Three 30-something women in high-level jobs at a beauty e-commerce firm seem to have it all – except when it comes to love and romantic chemistry.,iron ladies,tt8088196,tvSeries,Iron Ladies,Iron Ladies,0.0,2018.0,,75,Romance,iron ladies,6.9,63.0
2543,s4121,Movie,High Flying Bird,Steven Soderbergh,"André Holland, Zazie Beetz, Bill Duke, Kyle MacLachlan, Melvin Gregg, Sonja Sohn, Zachary Quinto",United States,"February 8, 2019",2019,TV-MA,91 min,"Dramas, Sports Movies","When an NBA lockout sidelines his big rookie client, an agent hatches a bold plan to save their careers – and disrupt the league's power structure.",high flying bird,tt8128188,movie,High Flying Bird,High Flying Bird,0.0,2019.0,,90,"Drama,Sport",high flying bird,6.2,9511.0
2544,s4125,Movie,The Tree of Blood,Julio Medem,"Úrsula Corberó, Álvaro Cervantes, Najwa Nimri, Patricia López Arnaiz, Daniel Grao, Joaquín Furriel, Maria Molins, Emilio Gutiérrez Caba, Luisa Gavasa, José María Pou, Ángela Molina",Spain,"February 8, 2019",2018,TV-MA,136 min,"Dramas, Independent Movies, International Movies","As a young couple write the story of their families' shared history, both reveal their relatives' dark secrets and one must make a painful confession.",the tree of blood,tt6433832,movie,The Tree of Blood,El árbol de la sangre,0.0,2018.0,,130,Drama,the tree of blood,6.4,3577.0
2545,s4127,TV Show,Hidden Worlds,,"Adel Imam, Salah Abdallah, Hiba Majdi, Bushra, Fathy Abdel Wehab, Rania Farid Shawki, Ahmad Wafiq",Egypt,"February 5, 2019",2018,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","While investigating an actress’s supposed suicide and her connection to the mafia, a veteran journalist discovers that corruption runs deep.",hidden worlds,tt8409854,tvSeries,Hidden Worlds,Hidden Worlds,0.0,2018.0,2018.0,,Drama,hidden worlds,7.1,774.0
2546,s4128,TV Show,Live,,"Jung Yu-mi, Lee Kwang-soo, Bae Seong-woo, Bae Jong-ok, Sung Dong-il",South Korea,"February 5, 2019",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",The police officers at South Korea's busiest patrol division toil day and night as keepers of law and peace – but the reality is far from orderly.,live,tt6914558,movie,Live,Live,0.0,2018.0,,72,Drama,live,7.2,16.0
2547,s4128,TV Show,Live,,"Jung Yu-mi, Lee Kwang-soo, Bae Seong-woo, Bae Jong-ok, Sung Dong-il",South Korea,"February 5, 2019",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",The police officers at South Korea's busiest patrol division toil day and night as keepers of law and peace – but the reality is far from orderly.,live,tt7976532,tvSeries,Live,Laibeu,0.0,2018.0,2018.0,60,"Comedy,Crime,Drama",live,8.3,1625.0
2548,s4128,TV Show,Live,,"Jung Yu-mi, Lee Kwang-soo, Bae Seong-woo, Bae Jong-ok, Sung Dong-il",South Korea,"February 5, 2019",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",The police officers at South Korea's busiest patrol division toil day and night as keepers of law and peace – but the reality is far from orderly.,live,tt8890230,movie,Live,Live,0.0,2018.0,,90,"Drama,Horror,Thriller",live,3.6,204.0
2549,s4133,TV Show,Romance is a bonus book,,"Lee Jong-suk, Lee Na-young, Jung Eugene, Wi Ha-jun, Kim Tae-woo, Kim Yu-mi, Cho Han-cheul, Kim Sun-young",South Korea,"February 3, 2019",2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A gifted writer who's the youngest editor-in-chief ever at his publishing company gets enmeshed in the life of a former copywriter desperate for a job.,romance is a bonus book,tt9130542,tvSeries,Romance Is a Bonus Book,Romaenseuneun Byulchaekboorok,0.0,2019.0,2019.0,62,"Comedy,Drama,Romance",romance is a bonus book,8.0,8841.0
2550,s4134,Movie,Await Further Instructions,Johnny Kevorkian,"Sam Gittins, Grant Masters, Neerja Naik, Abigail Cruttenden, Kris Saddler, Holly Weston, David Bradley",United Kingdom,"February 2, 2019",2018,TV-MA,91 min,"Horror Movies, Sci-Fi & Fantasy","A family’s tense reunion turns terrifying when they get trapped in their home by an unknown force, and sinister commands begin appearing on their TV.",await further instructions,tt4971408,movie,Await Further Instructions,Await Further Instructions,0.0,2018.0,,91,"Horror,Mystery,Sci-Fi",await further instructions,4.9,10052.0
2551,s4135,Movie,Manusangada,Amshan Kumar,"Rajeev Anand, Manimegalai, A.S. Sasi Kumar, Vidhur Rajarajan, Sheela Rajkumar, Sethu Darwin, Anand Sampath, Karuna Prasad",India,"February 2, 2019",2017,TV-14,93 min,"Dramas, Independent Movies, International Movies","When caste discrimination prevents a villager from giving his deceased father a rightful burial, he takes his fight for equality to court.",manusangada,tt7475710,movie,Manusangada,Manusangada,0.0,2017.0,,93,Drama,manusangada,7.6,186.0
2552,s4136,Movie,14 Minutes from Earth,"Adam Davis, Jerry Kolber, Trey Nelson, Erich Sturm",,United States,"February 1, 2019",2016,TV-MA,84 min,Documentaries,A Google executive boldly attempts a death-defying mission to travel to space and free-fall back to Earth without a rocket.,14 minutes from earth,tt5626716,movie,14 Minutes from Earth,14 Minutes from Earth,0.0,2016.0,,84,Documentary,14 minutes from earth,5.7,182.0
2553,s4137,Movie,Dear Ex,"Hsu Chih-yen, Mag Hsu","Roy Chiu, Hsieh Ying-xuan, Joseph Huang, Spark Chen",Taiwan,"February 1, 2019",2018,TV-MA,100 min,"Comedies, Dramas, International Movies","A teen navigates a bitter feud between his willful mom and a free-spirited man, who's the lover and insurance beneficiary of his recently deceased dad.",dear ex,tt8443704,movie,Dear Ex,Shei xian ai shang ta de,0.0,2018.0,,100,"Comedy,Drama,Romance",dear ex,7.3,7793.0
2554,s4143,TV Show,Russian Doll,,"Natasha Lyonne, Charlie Barnett, Yul Vazquez, Elizabeth Ashley, Dascha Polanco, Jeremy Bobb, Greta Lee, Rebecca Henderson, Brendan Sexton III, Chloë Sevigny, Brooke Timber",United States,"February 1, 2019",2019,TV-MA,1 Season,"TV Comedies, TV Dramas",Nadia keeps dying and reliving her 36th birthday party. She's trapped in a surreal time loop – and staring down the barrel of her own mortality.,russian doll,tt7520794,tvSeries,Russian Doll,Russian Doll,0.0,2019.0,2022.0,30,"Comedy,Drama,Mystery",russian doll,7.7,112947.0
2555,s4145,TV Show,Sword Art Online Alternative: Gun Gale Online,,"Tomori Kusunoki, Yoko Hikasa, Kazuyuki Okitsu, Chinatsu Akasaki",Japan,"February 1, 2019",2018,TV-MA,1 Season,"Anime Series, International TV Shows",College student Karen takes up Gun Gale Online and gets a reputation as the Pink Demon. Then her gaming buddy Pitohui asks her to join the Squad Jam.,sword art online alternative: gun gale online,tt7978710,tvSeries,Sword Art Online Alternative: Gun Gale Online,Sword Art Online Alternative: Gun Gale Online,0.0,2018.0,2024.0,24,"Action,Adventure,Animation",sword art online alternative: gun gale online,6.8,3100.0
2556,s4147,Movie,Velvet Buzzsaw,Dan Gilroy,"Jake Gyllenhaal, Rene Russo, Zawe Ashton, Toni Collette, John Malkovich, Natalia Dyer, Daveed Diggs, Tom Sturridge",United States,"February 1, 2019",2019,R,113 min,"Dramas, Thrillers","A feared critic, an icy gallery owner and an ambitious assistant snap up a recently deceased artist's stash of paintings – with dire consequences.",velvet buzzsaw,tt7043012,movie,Velvet Buzzsaw,Velvet Buzzsaw,0.0,2019.0,,113,"Horror,Mystery,Thriller",velvet buzzsaw,5.7,67806.0
2557,s4148,Movie,Hantu Kak Limah,Mamat Khalid,"Awie, Arab Khalid, Sharwani Ns, Tj Isa, Delimawati, Zul Ariffin, Uqasha Senrose, Ropie Cecupak",Malaysia,"January 31, 2019",2018,TV-PG,110 min,"Comedies, Horror Movies, International Movies","When Kak Limah turns up dead shortly after her marriage to a much younger man, her pesky ghost haunts the villagers, who can't seem to get rid of her.",hantu kak limah,tt8757960,movie,Hantu Kak Limah,Hantu Kak Limah,0.0,2018.0,,111,"Comedy,Fantasy,Horror",hantu kak limah,5.7,770.0
2558,s4149,Movie,Love Off the Cuff,Pang Ho-cheung,"Miriam Chin Wah Yeung, Shawn Yue, Paul Chun, Jiang Mengjie, Wang Xiao Chen, Siu Yam Yam, Kwok Cheung Tsang, Toby Lee, Dada Chan, Hugo Ng","China, Hong Kong","January 31, 2019",2017,TV-MA,120 min,"Comedies, Dramas, International Movies",Cherie and Jimmy's relationship is in a rut – until Cherie's estranged father shows up and a woman from Jimmy's past shows up with a hidden agenda.,love off the cuff,tt5956006,movie,Love Off the Cuff,Chun Kiu gau Chi Ming,0.0,2017.0,,121,"Comedy,Drama,Romance",love off the cuff,6.5,1146.0
2559,s4150,TV Show,Paprika,,"Kaycie Chase, David Gasman, Tom Morton, Lee Delong, Barbara Weber-Scaff",,"January 31, 2019",2018,TV-Y,1 Season,Kids' TV,Stan and Olivia – the amazingly different Paprika twins – use their boundless enthusiasm to turn everyday life into an extraordinary adventure.,paprika,tt12740488,tvSeries,Paprika,Paprika,0.0,2018.0,,11,"Animation,Family",paprika,8.3,68.0
2560,s4151,Movie,Maharaja: The Story of Ranjit Singh,Amarjit Virdi,"Gurpreet Guggi, Rocky Bhardwaj, Brijesh Ahuja, Gick Grewal, Inderjit Grewal, Lekhraj Thakur",,"January 30, 2019",2010,TV-14,56 min,"Dramas, International Movies","The tale of legendary warrior king Ranjit Singh, and his rise to establishing Punjab’s Sikh empire, comes to life in this animated feature.",maharaja: the story of ranjit singh,tt11317462,movie,Maharaja: The Story of Ranjit Singh,Maharaja: The Story of Ranjit Singh,0.0,2010.0,,56,"Animation,Drama,History",maharaja: the story of ranjit singh,7.4,10.0
2561,s4152,Movie,Virsa,Pankaj Batra,"Arya Babbar, Kanwaljeet Singh, Gulshan Grover, Mehreen Raheel, Aparna Sharma, Aman Dhaliwal, Noman Ijaz","India, Pakistan","January 30, 2019",2010,TV-14,127 min,"Dramas, International Movies, Music & Musicals",A man is disheartened when he visits his well-to-do son and grandkids in Australia and sees they have detached from their traditional Indian morals.,virsa,tt1636842,movie,Virsa,Virsa,0.0,2010.0,,133,Drama,virsa,5.7,130.0
2562,s4153,Movie,Bhasmasur,Nishil Sheth,"Imran Rasheed, Mittal Chouhan, Trimala Adhikari, Bhushan Vikas, Ravi Goswami, Raghav Dutt, Kumkum Chouhan, Rohan Mobarsa",India,"January 29, 2019",2017,TV-14,74 min,"Dramas, Independent Movies, International Movies","In this heart-wrenching coming-of-age story, a young boy embarks on an arduous trek with his debt-ridden father to sell their beloved family donkey.",bhasmasur,tt6381074,movie,Bhasmasur,Bhasmasur,0.0,2017.0,,74,Drama,bhasmasur,6.8,160.0
2563,s4155,Movie,High Society,Byun Hyuk,"Park Hae-il, Su Ae, Yoon Je-moon, Ra Mi-ran, Lee Jin-wook, Kim Gyu-sun, Han Ju-yeong, Kim Hae-gon, Nam Moon-cheol, Jang So-yeon",South Korea,"January 29, 2019",2018,TV-MA,137 min,"Dramas, International Movies","A deputy curator of a chaebol-funded art gallery and her husband, a politically ambitious economics professor, will do anything to join the über-elite.",high society,tt8865580,movie,High Society,Sanglyusahoe,0.0,2018.0,,120,"Crime,Drama,Romance",high society,5.6,1412.0
2564,s4157,Movie,Alt-Right: Age of Rage,Adam Bhala Lough,"Daryle Lamont Jenkins, Richard Spencer",,"January 28, 2019",2018,TV-MA,106 min,Documentaries,This documentary follows a white power leader and an Antifa activist leading up to the Charlottesville riots in the first year of Trump's presidency.,alt-right: age of rage,tt7980006,movie,Alt-Right: Age of Rage,Alt-Right: Age of Rage,0.0,2018.0,,104,Documentary,alt-right: age of rage,6.3,1158.0
